x0,y0,x1,y1,x2,y2,x3,y3,area
0,0.6308344473955502,0.7447983997252454,0.6312883365338876,0.7481297613487515,0.6279569749103816,0.748583650487089,0.6275030857720441,0.7452522888635829,1.1303985616469877e-05
1,0.5470378785792194,0.833009290170691,1.0899977952857118,1.086117506286557,0.8368895791698457,1.6290774229930491,0.2939296624633535,1.3759692068771834,0.35886924021527694
2,0.2804832943717589,0.9882578790205689,0.9465958338717757,1.357613311060459,0.5772404018318857,2.023725850560476,-0.08887213766813107,1.6543704185205859,0.5801293504565352
3,0.810242699791643,0.685825025774564,1.2091591283232785,0.9417627988170896,0.9532213552807531,1.3406792273487254,0.5543049267491174,1.0847414543061995,0.22463846062240292
4,0.9708866168412524,0.9032061261965243,1.8297144926509206,1.3578381298935949,1.37508248895385,2.2166660057032628,0.5162546131441819,1.7620340020061924,0.9442755790533599
5,0.5157780156441,0.45063533785349374,1.0843211626443634,0.5005597955157327,1.0343967049821243,1.069102942515996,0.46585355798186107,1.019178484853757,0.32573376147383165
6,0.647475853949156,0.3175780691093144,0.8798501117460479,0.8908308508821188,0.3065973299732436,1.1232051086790107,0.0742230721763516,0.5499523269062063,0.38261654749691476
7,0.26761639220224576,0.3142877954525851,0.8789238392302227,0.7419993769078168,0.45121225777499097,1.3533068239357937,-0.16009518925298571,0.9255952424805621,0.556633991702798
8,0.4756087846553214,0.9541784259385417,0.7313619229332762,1.2231451135207718,0.462395235351046,1.4788982517987266,0.20664209707309128,1.2099315642164965,0.13775274676797958
9,0.6617111364778852,0.43840623922204947,1.2098827259642522,1.1927574481072765,0.455531517079025,1.7409290375936437,-0.09264007240734196,0.9865778287084165,0.8695378378666136
10,0.8366567469878504,0.5885159849701135,1.5214048007273877,0.6461655366428795,1.4637552490546217,1.3309135903824167,0.7790071953150844,1.2732640387096508,0.4722033679081551
11,0.47904140505611115,0.9469269967523525,0.7375855986537814,1.0873283627642627,0.5971842326418711,1.345872556361933,0.33864003904420104,1.2054711903500226,0.08655764362107991
12,0.2607885654925908,0.06658639563430224,0.3973562541809444,0.441846940760313,0.0220957090549338,0.5784146294486667,-0.11447197963341993,0.20315408432265597,0.1594712103219498
13,0.1695333848336783,0.5337763892590291,0.288844367484955,0.6239857747886377,0.19863498195534646,0.7432967574399145,0.07932399930406972,0.6530873719103059,0.022372843818842813
14,0.7363890253528448,0.279590042896531,0.8065802275228537,0.3488409788848907,0.737329291534494,0.4190321810548996,0.6671380893644852,0.3497812450665399,0.00972249699733495
15,0.007340945384821884,0.9668777286775434,0.14123384712357245,1.0117667079895918,0.09634486781152413,1.1456596097283422,-0.03754803392722644,1.100770630416294,0.019942329599700218
16,0.9312292146442276,0.148184449642614,1.0515546756967966,0.8505165441571472,0.34922258118226335,0.9708420052097162,0.22889712012969443,0.268509910695183,0.5077485875626844
17,0.5898016827976346,0.9258149844258635,0.6734475267747116,1.398493878339395,0.2007686328611804,1.482139722316472,0.11712278888410316,1.0094608284029407,0.230421963965957
18,0.4935168395118795,0.7089989955081178,0.928396473250293,1.1018194502290797,0.5355760185293312,1.536699083967493,0.1006963847909178,1.1438786292465313,0.3434282054876397
